,area_type,availability,location,total_sqft,bath,balcony,price,bhk
3187,Super built-up  Area,1,Sompura,1020.0,2.0,3.0,41.0,2
3188,Super built-up  Area,1,other,2100.0,3.0,3.0,170.0,3
3189,Super built-up  Area,0,Raja Rajeshwari Nagar,648.0,1.0,1.0,31.75,1
3190,Super built-up  Area,1,Neeladri Nagar,1167.0,2.0,1.0,38.0,3
3192,Super built-up  Area,1,Hoodi,1220.0,2.0,2.0,50.89,2
3194,Super built-up  Area,1,Vittasandra,1259.0,2.0,1.0,67.4,2
3195,Built-up  Area,1,Gottigere,2000.0,4.0,2.0,82.0,4
3196,Super built-up  Area,1,8th Phase JP Nagar,1800.0,3.0,1.0,80.0,3
3197,Built-up  Area,1,other,1991.0,3.0,2.0,160.0,3
3198,Super built-up  Area,1,Bannerghatta,1665.0,3.0,3.0,110.0,3
3199,Built-up  Area,0,other,1234.0,2.0,1.0,61.0,2
3200,Super built-up  Area,1,Mysore Road,1340.0,2.0,2.0,64.31,3
3201,Super built-up  Area,1,Banashankari,1170.0,2.0,2.0,46.79,2
3202,Built-up  Area,1,Electronics City Phase 1,995.0,2.0,0.0,46.0,2
3203,Super built-up  Area,1,Old Airport Road,1075.0,2.0,2.0,60.0,2
3204,Super built-up  Area,0,Electronic City,1025.0,2.0,1.0,54.5,2
3205,Super built-up  Area,1,Rachenahalli,2721.0,3.0,2.0,113.0,3
3206,Super built-up  Area,1,Thanisandra,2000.0,3.0,2.0,99.0,3
3207,Super built-up  Area,1,Whitefield,2500.0,4.0,3.0,155.0,4
3208,Super built-up  Area,1,Mallasandra,1325.0,2.0,2.0,70.0,2
3209,Super built-up  Area,0,Kadugodi,1314.0,2.0,3.0,68.2,2
3210,Super built-up  Area,0,Kanakpura Road,2265.0,3.0,2.0,136.0,3
3211,Built-up  Area,1,7th Phase JP Nagar,4800.0,7.0,0.0,170.0,7
3212,Super built-up  Area,0,Yelahanka,1026.0,2.0,1.0,41.0,2
3213,Built-up  Area,1,other,1200.0,3.0,2.0,66.0,3
3214,Built-up  Area,1,other,2220.0,4.0,2.0,65.0,3
3215,Super built-up  Area,0,KR Puram,1192.5,2.0,0.0,51.22,2
3216,Super built-up  Area,0,Hebbal,1420.0,2.0,1.0,99.39,2
3217,Super built-up  Area,1,Sarjapur  Road,1888.0,4.0,1.0,95.0,3
3218,Super built-up  Area,0,JP Nagar,1300.0,2.0,1.0,90.87,2
3219,Super built-up  Area,0,Rajaji Nagar,1216.0,2.0,0.0,97.16,2
3221,Built-up  Area,1,Begur,1559.0,3.0,2.0,63.0,3
3222,Super built-up  Area,1,Harlur,1290.0,2.0,1.0,87.0,2
3223,Plot  Area,1,other,2400.0,6.0,2.0,245.0,6
3224,Built-up  Area,0,Whitefield,905.0,1.0,1.0,55.0,1
3225,Built-up  Area,1,other,1069.0,2.0,2.0,55.0,2
3226,Super built-up  Area,0,Sarjapura - Attibele Road,829.0,2.0,1.0,22.8,2
3227,Built-up  Area,1,Koramangala,1900.0,2.0,1.0,200.0,2
3229,Built-up  Area,1,Sarjapur  Road,1300.0,3.0,2.0,60.0,3
3230,Super built-up  Area,1,Channasandra,1115.0,2.0,1.0,33.45,2
3232,Super built-up  Area,1,Ambedkar Nagar,2150.0,4.0,2.0,125.0,3
3233,Super built-up  Area,0,Marathahalli,1305.0,2.0,1.0,69.0,3
3234,Super built-up  Area,0,Kanakpura Road,1252.0,2.0,1.0,56.32,2
3235,Plot  Area,1,Hosakerehalli,2400.0,5.0,2.0,250.0,5
3236,Plot  Area,0,Whitefield,1200.0,2.0,1.0,46.13,2
3237,Built-up  Area,1,Koramangala,1750.0,3.0,1.0,130.0,3
3239,Plot  Area,1,other,1375.0,2.0,1.0,105.0,2
3240,Super built-up  Area,1,Subramanyapura,1313.0,2.0,2.0,66.5,2
3241,Plot  Area,1,Attibele,3640.0,4.0,1.0,275.0,4
3242,Super built-up  Area,0,other,1693.0,3.0,2.0,108.0,3
3243,Super built-up  Area,1,other,1160.0,2.0,1.0,41.75,2
3245,Super built-up  Area,1,Subramanyapura,1255.0,2.0,2.0,79.0,3
3247,Built-up  Area,1,other,900.0,2.0,1.0,45.0,2
3248,Super built-up  Area,1,Yelahanka New Town,1700.0,3.0,2.0,90.0,3
3249,Carpet  Area,1,Indira Nagar,1875.0,3.0,1.0,180.0,3
3250,Carpet  Area,1,Uttarahalli,1700.0,3.0,2.0,88.0,3
3251,Super built-up  Area,1,Harlur,1749.0,3.0,2.0,115.0,3
3252,Plot  Area,1,Dasanapura,1500.0,3.0,1.0,65.0,2
3253,Super built-up  Area,1,other,1175.0,2.0,1.0,48.0,2
3254,Built-up  Area,1,Akshaya Nagar,1280.0,2.0,1.0,60.0,2
3255,Built-up  Area,1,other,1200.0,2.0,2.0,50.0,2
3256,Super built-up  Area,1,Ramagondanahalli,1610.0,2.0,2.0,115.0,3
3257,Super built-up  Area,1,Electronic City,1070.0,2.0,1.0,46.0,2
3258,Plot  Area,1,TC Palaya,1200.0,2.0,0.0,66.0,2
3259,Super built-up  Area,0,9th Phase JP Nagar,1127.0,2.0,1.0,50.0,2
3260,Built-up  Area,1,Indira Nagar,1210.0,2.0,1.0,102.0,2
3261,Built-up  Area,1,other,600.0,2.0,1.0,23.0,2
3262,Super built-up  Area,1,Thigalarapalya,4190.0,4.0,3.0,380.0,4
3263,Super built-up  Area,1,other,1364.0,2.0,2.0,70.0,2
3264,Super built-up  Area,1,Whitefield,2268.0,3.0,0.0,146.0,4
3265,Super built-up  Area,1,other,1150.0,2.0,2.0,77.5,3
3266,Super built-up  Area,1,other,1146.0,2.0,1.0,39.5,2
3267,Built-up  Area,1,Magadi Road,1345.0,2.0,2.0,55.0,2
3268,Super built-up  Area,1,other,1110.0,2.0,2.0,41.0,2
3269,Built-up  Area,1,Kengeri,750.0,2.0,1.0,36.0,2
3270,Built-up  Area,1,other,1156.0,2.0,2.0,49.5,2
3271,Super built-up  Area,1,Pattandur Agrahara,1247.0,2.0,1.0,59.8,2
3272,Super built-up  Area,1,other,1058.0,2.0,2.0,60.0,2
3273,Super built-up  Area,1,Kaggalipura,950.0,2.0,1.0,48.0,2
3276,Super built-up  Area,0,Vijayanagar,1520.0,2.0,1.0,103.0,3
3277,Super built-up  Area,1,Marathahalli,1215.0,2.0,2.0,58.86,2
3278,Built-up  Area,1,other,900.0,1.0,1.0,30.0,1
3279,Super built-up  Area,1,Hennur Road,2350.0,3.0,2.0,174.0,3
3280,Super built-up  Area,1,Thanisandra,1050.0,2.0,2.0,46.0,2
3281,Super built-up  Area,1,other,1672.0,3.0,2.0,150.0,3
3282,Plot  Area,1,Laggere,2800.0,5.0,2.0,125.0,5
3283,Super built-up  Area,1,other,1500.0,2.0,2.0,65.0,3
3284,Super built-up  Area,1,other,1400.0,2.0,2.0,65.0,2
3286,Built-up  Area,1,8th Phase JP Nagar,2700.0,4.0,2.0,130.0,4
3287,Super built-up  Area,0,Bommasandra,920.0,2.0,1.0,37.46,2
3288,Plot  Area,0,Sarjapur  Road,1200.0,3.0,2.0,70.0,3
3290,Super built-up  Area,0,Hosakerehalli,1817.0,4.0,2.0,153.0,3
3292,Super built-up  Area,1,HSR Layout,1140.0,2.0,2.0,46.0,2
3293,Built-up  Area,1,Yelahanka,4346.0,4.0,1.0,450.0,4
3294,Super built-up  Area,1,Haralur Road,1464.0,2.0,2.0,56.0,2
3295,Super built-up  Area,1,other,1468.0,3.0,2.0,130.0,2
3296,Super built-up  Area,1,Electronics City Phase 1,1555.0,2.0,1.0,82.0,3
3298,Built-up  Area,1,Whitefield,1150.0,2.0,0.0,55.0,2
3299,Super built-up  Area,0,Kadubeesanahalli,970.0,2.0,1.0,35.0,2
3300,Super built-up  Area,0,Banashankari,2500.0,4.0,3.0,95.0,4
3301,Super built-up  Area,1,other,1166.0,2.0,1.0,53.0,2
3303,Super built-up  Area,1,Electronic City,1350.0,3.0,2.0,58.0,3
3304,Built-up  Area,1,other,900.0,2.0,3.0,46.0,2
3305,Super built-up  Area,1,7th Phase JP Nagar,1300.0,2.0,2.0,52.0,3
3306,Built-up  Area,1,other,1190.0,3.0,1.0,55.0,3
3307,Super built-up  Area,1,Kodichikkanahalli,1495.0,2.0,2.0,75.0,3
3308,Built-up  Area,1,Indira Nagar,1224.0,2.0,2.0,105.0,2
3309,Super built-up  Area,1,Banashankari Stage III,1350.0,2.0,2.0,68.0,3
3310,Built-up  Area,1,Green Glen Layout,940.0,2.0,1.0,56.8,2
3311,Super built-up  Area,1,Raja Rajeshwari Nagar,1100.0,2.0,1.0,55.0,2
3312,Super built-up  Area,1,Kaikondrahalli,1300.0,2.0,2.0,61.0,2
3313,Built-up  Area,1,other,1480.0,2.0,0.0,145.0,3
3314,Super built-up  Area,1,Hoodi,1105.0,2.0,2.0,46.37,2
3315,Plot  Area,0,Sarjapur  Road,2600.0,3.0,2.0,200.0,3
3316,Super built-up  Area,0,Yelahanka,1517.0,3.0,2.0,76.3,3
3317,Built-up  Area,1,Horamavu Banaswadi,3800.0,8.0,0.0,200.0,6
3318,Super built-up  Area,1,Jalahalli,1615.0,3.0,2.0,89.75,3
3319,Super built-up  Area,1,other,1500.0,3.0,2.0,65.0,3
3320,Super built-up  Area,1,Mysore Road,1082.0,3.0,1.0,50.5,3
3321,Super built-up  Area,1,Marathahalli,1365.0,2.0,2.0,73.0,2
3322,Super built-up  Area,1,Electronic City,1000.0,2.0,3.0,25.0,2
3323,Super built-up  Area,1,CV Raman Nagar,1392.0,2.0,1.0,98.0,2
3324,Super built-up  Area,0,Kodigehalli,1086.0,2.0,1.0,33.66,2
3325,Super built-up  Area,1,Hennur Road,1586.0,3.0,3.0,93.94,3
3326,Built-up  Area,1,Hennur,1100.0,2.0,1.0,60.0,2
3327,Super built-up  Area,0,Electronic City Phase II,1065.0,2.0,1.0,30.75,2
3328,Plot  Area,1,TC Palaya,1500.0,2.0,1.0,120.0,3
3329,Built-up  Area,1,7th Phase JP Nagar,1575.0,2.0,2.0,120.0,3
3330,Super built-up  Area,1,Hennur Road,1975.0,3.0,3.0,123.0,3
3331,Super built-up  Area,1,other,820.0,2.0,2.0,24.0,2
3332,Super built-up  Area,1,Gubbalala,1745.0,3.0,2.0,110.0,3
3333,Super built-up  Area,1,Nagarbhavi,1223.0,2.0,1.0,60.0,2
3334,Super built-up  Area,1,Ananth Nagar,1200.0,2.0,1.0,65.0,3
3335,Super built-up  Area,1,Basaveshwara Nagar,1200.0,2.0,0.0,90.0,2
3336,Super built-up  Area,0,Binny Pete,665.0,1.0,1.0,46.08,1
3337,Super built-up  Area,1,Bharathi Nagar,1351.0,2.0,2.0,70.0,2
3338,Super built-up  Area,0,Hebbal,1355.0,3.0,1.0,83.87,3
3340,Super built-up  Area,0,Thanisandra,1588.0,3.0,1.0,75.55,3
3341,Carpet  Area,1,Amruthahalli,900.0,2.0,1.0,60.0,2
3343,Built-up  Area,0,Harlur,3385.0,4.0,2.0,260.0,4
3344,Super built-up  Area,1,Panathur,1370.0,2.0,2.0,75.0,3
3345,Plot  Area,0,Whitefield,1500.0,3.0,1.0,71.8,3
3347,Super built-up  Area,0,Kanakpura Road,1100.0,3.0,2.0,53.0,3
3348,Built-up  Area,1,Hoodi,1247.0,2.0,0.0,53.0,2
3349,Super built-up  Area,0,other,2000.0,3.0,2.0,200.0,3
3350,Super built-up  Area,0,Balagere,1020.07,2.0,1.0,68.38,2
3351,Super built-up  Area,0,other,1033.0,2.0,2.0,32.0,3
3352,Built-up  Area,1,other,1460.0,2.0,3.0,73.0,3
3353,Super built-up  Area,1,Garudachar Palya,1150.0,2.0,2.0,52.8,2
3354,Super built-up  Area,1,Sarjapur  Road,5965.0,5.0,2.0,385.0,5
3355,Super built-up  Area,1,Babusapalaya,1141.0,2.0,1.0,46.0,2
3356,Super built-up  Area,1,Yelahanka,2912.5,6.0,0.0,125.5,4
3357,Plot  Area,1,Doddaballapur,4200.0,4.0,3.0,325.0,4
3358,Super built-up  Area,0,Hosa Road,1665.0,2.0,3.0,125.0,3
3359,Super built-up  Area,0,Kanakapura,1295.0,2.0,2.0,64.0,2
3360,Super built-up  Area,0,Haralur Road,1230.0,2.0,1.0,78.0,2
3361,Super built-up  Area,1,other,1080.0,2.0,2.0,75.0,3
3362,Super built-up  Area,1,Kaggalipura,1000.0,2.0,1.0,60.0,2
3363,Super built-up  Area,1,Kaval Byrasandra,2400.0,2.0,0.0,50.0,3
3364,Super built-up  Area,0,Whitefield,630.5,1.0,0.0,32.79,1
3365,Super built-up  Area,0,Rayasandra,1708.0,3.0,2.0,75.0,3
3366,Super built-up  Area,1,Thanisandra,1697.0,3.0,2.0,115.0,3
3367,Super built-up  Area,1,Whitefield,3537.0,5.0,3.0,210.0,4
3368,Super built-up  Area,0,Hosa Road,615.0,1.0,1.0,28.29,1
3369,Built-up  Area,1,Banashankari,1350.0,2.0,0.0,83.0,3
3370,Super built-up  Area,1,Kanakpura Road,1530.0,2.0,2.0,66.4,3
3371,Super built-up  Area,0,Jalahalli,1083.0,2.0,1.0,32.49,2
3372,Super built-up  Area,1,Gottigere,1460.0,2.0,2.0,65.0,3
3373,Super built-up  Area,1,Babusapalaya,1084.0,2.0,1.0,58.0,2
3374,Super built-up  Area,0,Bommasandra,1035.0,2.0,1.0,41.43,2
3375,Super built-up  Area,1,other,2400.0,2.0,1.0,150.0,3
3376,Super built-up  Area,1,Hosur Road,460.0,1.0,1.0,21.0,1
3378,Super built-up  Area,1,Whitefield,1285.0,2.0,2.0,55.9,2
3380,Plot  Area,1,Sarjapur,1200.0,3.0,2.0,78.0,3
3381,Built-up  Area,1,other,1070.0,2.0,1.0,35.0,2
3382,Super built-up  Area,1,Hegde Nagar,1801.0,3.0,2.0,140.0,3
3383,Super built-up  Area,0,Whitefield,1697.0,3.0,2.0,115.0,3
3384,Super built-up  Area,1,AECS Layout,1199.0,2.0,2.0,65.0,2
3385,Super built-up  Area,1,Iblur Village,2300.0,3.0,1.0,220.0,3
3386,Super built-up  Area,1,Mysore Road,1340.0,2.0,3.0,64.31,3
3387,Super built-up  Area,1,Marathahalli,3800.0,4.0,3.0,205.0,4
3389,Super built-up  Area,1,other,1125.0,2.0,1.0,75.0,2
3390,Plot  Area,1,Anandapura,1200.0,2.0,1.0,67.0,2
3391,Built-up  Area,1,Subramanyapura,1050.0,2.0,3.0,41.0,2
3392,Built-up  Area,1,Nagarbhavi,956.0,2.0,1.0,49.0,2
3393,Super built-up  Area,1,Sarjapur,1000.0,2.0,2.0,30.0,2
3394,Built-up  Area,1,other,1596.0,3.0,0.0,95.0,3
3396,Super built-up  Area,0,Kanakpura Road,1296.0,2.0,3.0,89.06,2
3398,Built-up  Area,1,other,1639.0,3.0,3.0,123.0,3
3399,Super built-up  Area,1,Electronic City Phase II,1219.0,2.0,1.0,61.25,2
3400,Built-up  Area,1,Uttarahalli,1200.0,3.0,1.0,50.0,3
3401,Super built-up  Area,1,Bannerghatta Road,1218.0,2.0,1.0,73.0,2
3402,Super built-up  Area,1,other,920.0,2.0,3.0,37.0,2
3403,Super built-up  Area,1,Yeshwanthpur,2559.0,3.0,2.0,141.0,3
3404,Super built-up  Area,0,2nd Phase Judicial Layout,525.0,1.0,1.0,26.0,1
3405,Super built-up  Area,0,Bannerghatta Road,1427.0,2.0,2.0,48.51,3
3406,Super built-up  Area,0,Kothannur,1270.0,3.0,2.0,45.0,3
3407,Built-up  Area,1,Ramagondanahalli,920.0,2.0,3.0,65.0,2
3408,Built-up  Area,1,Dommasandra,2700.0,3.0,2.0,68.0,4
3410,Built-up  Area,1,Ramamurthy Nagar,1355.0,2.0,2.0,40.0,3
3411,Super built-up  Area,1,Lingadheeranahalli,1530.0,2.0,2.0,90.0,3
3412,Carpet  Area,1,other,1372.0,2.0,1.0,90.0,3
3413,Super built-up  Area,1,Nehru Nagar,2363.0,5.0,2.0,120.0,4
3414,Super built-up  Area,1,Marathahalli,3895.0,4.0,3.0,220.0,4
3415,Super built-up  Area,0,Jakkur,1950.0,3.0,2.0,131.0,3
3416,Built-up  Area,1,other,885.0,2.0,3.0,40.0,2
3417,Built-up  Area,1,Yelahanka,600.0,2.0,2.0,27.0,2
3420,Super built-up  Area,1,Kanakpura Road,1339.0,2.0,2.0,62.0,2
3421,Super built-up  Area,1,Whitefield,1130.0,2.0,1.0,36.0,2
3422,Built-up  Area,1,Uttarahalli,1085.0,2.0,2.0,43.0,2
3423,Built-up  Area,1,Yeshwanthpur,1430.0,3.0,2.0,72.0,3
3424,Carpet  Area,0,Bhoganhalli,1451.5,4.0,1.0,121.0,4
3426,Super built-up  Area,1,other,1490.0,2.0,1.0,59.6,3
3427,Built-up  Area,1,other,1650.0,4.0,0.0,99.0,4
3428,Super built-up  Area,1,Bellandur,1286.0,2.0,2.0,57.0,2
3429,Built-up  Area,1,other,925.0,2.0,2.0,63.0,2
3430,Super built-up  Area,1,Bellandur,3016.0,4.0,3.0,230.0,4
3431,Built-up  Area,1,Haralur Road,1000.0,2.0,2.0,44.0,2
3432,Super built-up  Area,1,Whitefield,1215.0,2.0,2.0,39.0,2
3433,Plot  Area,1,other,1200.0,3.0,1.0,95.0,4
3434,Super built-up  Area,1,Lakshminarayana Pura,1336.0,2.0,2.0,100.0,2
3435,Super built-up  Area,1,Yeshwanthpur,673.0,1.0,1.0,36.85,1
3436,Plot  Area,1,Anandapura,1200.0,2.0,1.0,58.0,2
3438,Super built-up  Area,1,Malleshwaram,1600.0,3.0,3.0,160.0,3
3439,Plot  Area,1,other,1200.0,2.0,0.0,79.0,2
3441,Super built-up  Area,0,other,2500.0,3.0,2.0,270.0,3
3442,Plot  Area,1,Devanahalli,2400.0,5.0,3.0,100.0,5
3443,Super built-up  Area,1,Sector 2 HSR Layout,1143.0,2.0,2.0,65.0,2
3444,Super built-up  Area,1,Kanakpura Road,1470.0,2.0,2.0,61.74,2
3445,Plot  Area,1,other,1584.0,3.0,2.0,145.0,4
3446,Super built-up  Area,1,Marathahalli,1785.0,3.0,2.0,94.0,3
3448,Super built-up  Area,1,Kothanur,1460.0,3.0,3.0,71.0,3
3449,Super built-up  Area,1,Kasturi Nagar,1500.0,2.0,3.0,80.0,3
3451,Built-up  Area,1,Sanjay nagar,3300.0,3.0,2.0,250.0,5
3452,Super built-up  Area,1,Chikkalasandra,1230.0,2.0,2.0,48.0,2
3453,Super built-up  Area,1,Yelahanka New Town,650.0,1.0,1.0,20.0,1
3454,Super built-up  Area,1,Benson Town,1480.0,2.0,2.0,120.0,2
3455,Super built-up  Area,1,Thanisandra,1220.0,2.0,1.0,43.92,2
3456,Super built-up  Area,1,other,1570.0,3.0,1.0,115.0,3
3458,Super built-up  Area,1,Mallasandra,1665.0,3.0,2.0,86.91,3
3461,Plot  Area,1,Ramamurthy Nagar,1100.0,2.0,0.0,68.0,2
3462,Super built-up  Area,1,Kathriguppe,1350.0,2.0,1.0,87.01,3
3463,Built-up  Area,1,Kasavanhalli,1719.0,3.0,2.0,116.0,3
3464,Super built-up  Area,1,Budigere,664.0,1.0,1.0,35.0,1
3465,Super built-up  Area,0,Sonnenahalli,1011.0,2.0,1.0,50.53,2
3466,Built-up  Area,1,other,2400.0,6.0,0.0,130.0,6
3467,Super built-up  Area,1,other,1680.0,3.0,2.0,85.0,3
3468,Super built-up  Area,1,Yeshwanthpur,717.0,2.0,0.0,49.475,2
3470,Super built-up  Area,1,Whitefield,1520.0,2.0,2.0,150.0,3
3471,Carpet  Area,1,Uttarahalli,1350.0,2.0,2.0,53.0,3
3472,Super built-up  Area,0,Kothanur,1760.0,3.0,2.0,150.0,3
3473,Super built-up  Area,1,Pattandur Agrahara,875.0,2.0,1.0,33.0,2
3474,Super built-up  Area,1,Hennur,1231.0,2.0,2.0,48.0,2
3475,Super built-up  Area,1,Somasundara Palya,1174.0,2.0,3.0,74.0,2
3476,Built-up  Area,1,Munnekollal,1560.0,3.0,3.0,75.0,3
3477,Super built-up  Area,1,other,1464.0,2.0,2.0,56.0,2
3478,Plot  Area,1,Kanakpura Road,2200.0,3.0,2.0,130.0,3
3479,Built-up  Area,1,Shivaji Nagar,850.0,2.0,2.0,55.0,2
3480,Built-up  Area,1,other,1750.0,3.0,1.0,180.0,3
3481,Super built-up  Area,1,1st Phase JP Nagar,2024.0,3.0,2.0,157.0,3
3482,Plot  Area,1,other,1500.0,1.0,0.0,160.0,2
3484,Super built-up  Area,1,Kodihalli,2408.0,4.0,2.0,260.0,3
3485,Super built-up  Area,1,Devanahalli,1080.0,2.0,1.0,44.0,2
3487,Built-up  Area,0,Electronic City,1020.0,2.0,1.0,29.46,2
3488,Super built-up  Area,1,Begur Road,1500.0,2.0,3.0,55.0,3
3489,Plot  Area,1,Mahalakshmi Layout,1575.0,5.0,1.0,158.0,4
3490,Plot  Area,1,Kodichikkanahalli,3250.0,4.0,1.0,180.0,4
3491,Super built-up  Area,1,Uttarahalli,1175.0,2.0,1.0,47.0,2
3492,Super built-up  Area,1,Channasandra,1030.0,2.0,1.0,34.5,2
3493,Super built-up  Area,0,Hebbal,1440.0,2.0,1.0,115.0,2
3494,Built-up  Area,1,Hoodi,1500.0,2.0,1.0,84.0,2
3496,Built-up  Area,1,other,1200.0,2.0,3.0,50.0,2
3497,Built-up  Area,1,other,705.0,1.0,2.0,36.5,1
3498,Super built-up  Area,1,Harlur,2240.0,5.0,2.0,155.0,3
3499,Super built-up  Area,1,Hegde Nagar,1584.01,3.0,1.0,103.0,3
3500,Super built-up  Area,1,other,1340.0,3.0,3.0,77.0,3
3501,Super built-up  Area,1,other,1800.0,3.0,2.0,70.0,3
3502,Super built-up  Area,1,R.T. Nagar,1200.0,2.0,3.0,45.0,2
3503,Super built-up  Area,0,Sarjapur  Road,685.0,1.0,1.0,40.0,1
3504,Super built-up  Area,1,other,925.0,2.0,3.0,42.0,2
3505,Super built-up  Area,1,other,1230.0,2.0,2.0,57.0,2
3507,Super built-up  Area,1,Kodichikkanahalli,1125.0,2.0,1.0,52.0,2
3508,Super built-up  Area,1,Hebbal,1100.0,2.0,1.0,54.0,2
3509,Plot  Area,0,Jigani,2400.0,3.0,2.0,149.0,3
3510,Super built-up  Area,0,Electronic City Phase II,1400.0,2.0,2.0,41.58,3
3512,Super built-up  Area,1,Jakkur,1858.0,3.0,1.0,98.3,3
3514,Built-up  Area,1,Ambedkar Nagar,3530.0,4.0,2.0,290.0,4
3515,Super built-up  Area,1,HSR Layout,1185.0,2.0,2.0,60.0,2
3517,Super built-up  Area,1,Hennur,1255.0,2.0,1.0,58.0,2
3519,Built-up  Area,1,Kudlu Gate,1335.0,3.0,2.0,89.0,3
3520,Super built-up  Area,1,Dodda Nekkundi,1999.0,3.0,2.0,132.0,3
3521,Plot  Area,1,other,1200.0,2.0,1.0,125.0,2
3522,Super built-up  Area,1,Kundalahalli,1397.0,3.0,2.0,110.0,3
3525,Plot  Area,1,Yelahanka New Town,1200.0,2.0,1.0,130.0,2
3526,Plot  Area,1,Chikka Tirupathi,1616.0,3.0,0.0,95.0,3
3529,Super built-up  Area,1,Raja Rajeshwari Nagar,1140.0,2.0,2.0,38.55,2
3530,Super built-up  Area,0,Kanakpura Road,525.0,1.0,1.0,30.0,1
3531,Plot  Area,1,Varthur,1200.0,2.0,1.0,98.0,3
3533,Super built-up  Area,0,Balagere,1205.47,2.0,1.0,81.0,2
3534,Plot  Area,1,other,1200.0,3.0,2.0,130.0,3
3535,Super built-up  Area,1,Electronic City,1700.0,3.0,2.0,75.0,3
3537,Super built-up  Area,0,Kanakpura Road,1090.0,2.0,1.0,54.54,2
3538,Super built-up  Area,1,Yeshwanthpur,3600.0,5.0,2.0,220.0,4
3540,Super built-up  Area,0,Thanisandra,923.0,1.0,1.0,60.84,1
3541,Super built-up  Area,0,other,3595.0,6.0,2.0,360.0,4
3542,Super built-up  Area,1,Green Glen Layout,1050.0,2.0,2.0,48.0,2
3543,Super built-up  Area,1,Whitefield,1495.0,2.0,2.0,79.5,2
3544,Super built-up  Area,0,Hennur Road,1664.0,2.0,2.0,93.865,3
3545,Built-up  Area,1,Narayanapura,1485.0,3.0,2.0,85.0,3
3546,Super built-up  Area,0,Dommasandra,1033.0,2.0,2.0,31.5,3
3547,Super built-up  Area,1,Electronic City,1400.0,2.0,1.0,48.0,3
3549,Super built-up  Area,1,Sarjapur  Road,944.0,2.0,1.0,35.0,2
3550,Built-up  Area,1,Whitefield,3250.0,5.0,0.0,290.0,5
3551,Super built-up  Area,0,Whitefield,1216.0,2.0,1.0,66.48,2
3552,Super built-up  Area,1,other,1100.0,2.0,1.0,39.5,2
3553,Super built-up  Area,1,Thanisandra,1743.0,3.0,2.0,93.25,3
3554,Super built-up  Area,1,Yelahanka,1274.0,2.0,2.0,48.42,2
3556,Super built-up  Area,1,Mysore Road,1512.0,2.0,2.0,110.0,3
3558,Super built-up  Area,1,Cox Town,1650.0,3.0,3.0,100.0,3
3559,Built-up  Area,1,Doddathoguru,1875.0,3.0,1.0,55.0,3
3560,Built-up  Area,1,Whitefield,1350.0,3.0,2.0,54.0,3
3561,Super built-up  Area,1,other,1219.0,2.0,2.0,40.0,2
3563,Plot  Area,1,Sarjapura - Attibele Road,2400.0,3.0,3.0,85.0,3
3564,Super built-up  Area,1,Hormavu,1141.0,2.0,1.0,44.4,2
3565,Super built-up  Area,1,Anandapura,1151.0,2.0,1.0,43.1,2
3567,Super built-up  Area,1,Sarjapur  Road,915.0,2.0,1.0,38.0,2
3568,Plot  Area,1,other,3259.0,3.0,0.0,270.0,3
3569,Super built-up  Area,0,Bannerghatta Road,1115.0,2.0,1.0,65.12,2
3570,Super built-up  Area,1,Thigalarapalya,2072.0,4.0,2.0,139.0,3
3571,Super built-up  Area,1,Kaggadasapura,1200.0,2.0,2.0,53.0,2
3572,Super built-up  Area,1,Singasandra,1300.0,2.0,2.0,65.0,2
3573,Super built-up  Area,1,Bellandur,1457.0,2.0,2.0,85.0,2
3574,Super built-up  Area,1,Kannamangala,1262.0,2.0,2.0,55.0,2
3576,Super built-up  Area,0,Ananth Nagar,900.0,2.0,2.0,22.5,2
3577,Built-up  Area,1,Attibele,420.0,1.0,1.0,17.0,1
3578,Super built-up  Area,1,Kanakapura,1160.0,2.0,1.0,46.39,2
3579,Super built-up  Area,1,Kasavanhalli,1115.0,2.0,2.0,50.0,2
3580,Built-up  Area,1,JP Nagar,1315.0,2.0,1.0,85.4,3
3581,Built-up  Area,1,Babusapalaya,1500.0,2.0,2.0,57.0,2
3582,Super built-up  Area,1,HSR Layout,1127.0,2.0,1.0,68.0,2
3583,Super built-up  Area,0,Kundalahalli,1397.0,3.0,2.0,104.0,3
3584,Built-up  Area,0,Whitefield,1173.0,2.0,1.0,60.0,2
3585,Super built-up  Area,1,Sompura,1090.0,2.0,2.0,28.0,2
3586,Super built-up  Area,1,Sarjapur  Road,2720.0,5.0,2.0,210.0,3
3587,Super built-up  Area,0,Jakkur,1230.0,2.0,1.0,76.0,2
3588,Super built-up  Area,1,other,3200.0,3.0,3.0,190.0,4
3589,Super built-up  Area,0,Sarjapur  Road,858.0,2.0,1.0,31.57,2
3590,Super built-up  Area,0,Talaghattapura,1868.0,3.0,1.0,121.0,3
3591,Super built-up  Area,1,Uttarahalli,1689.28,3.0,2.0,91.2,3
3593,Super built-up  Area,1,Banashankari,1425.0,3.0,3.0,49.88,3
3595,Plot  Area,1,Tindlu,1350.0,2.0,1.0,100.0,2
3596,Built-up  Area,1,Channasandra,4200.0,6.0,0.0,180.0,6
3597,Super built-up  Area,1,Uttarahalli,1310.0,2.0,1.0,85.0,3
3598,Super built-up  Area,0,Haralur Road,3185.0,2.0,2.0,175.0,4
3599,Super built-up  Area,1,other,970.0,2.0,1.0,40.0,2
